-1.87201883,-0.28079571,8.29407706,0.00000000
-1.68481050,0.25395247,1.13150662,0.00000000
-2.81943478,-0.35158847,1.13524628,0.00000000
-1.94630703,-0.08538550,8.03837671,0.00000000
-2.00705649,-0.23032186,7.94706332,0.00000000
-1.63065285,0.21000382,1.14294987,0.00000000
-1.97226711,0.30435513,7.72189019,0.00000000
-1.80364608,-0.23200896,7.52546511,0.00000000
-1.84512467,-0.25889830,8.18188120,0.00000000
-1.63105087,-0.01348000,1.08293474,0.00000000
-2.07764219,-0.18385098,8.46165462,0.00000000
-1.48653264,-0.04172296,1.12686954,0.00000000
-2.17989769,-0.09507606,8.98322380,0.00000000
-1.77643014,0.09866990,7.85708339,0.00000000
-1.82665230,0.11632167,7.79469522,0.00000000
-1.10050801,-0.10973205,1.03798832,0.00000000
-2.21514195,-0.21971864,8.45624777,0.00000000
-1.74128864,0.30482252,1.12778997,0.00000000
-2.04785793,-0.22684225,8.15140806,0.00000000
-2.34628211,0.17566005,1.11026941,0.00000000
-1.68783325,0.14665165,8.39678817,0.00000000
-2.27951408,0.06268356,8.17309483,0.00000000
-1.95099196,0.05904592,8.15312929,0.00000000
-1.63399991,0.06037080,1.11400225,0.00000000
-1.71485630,0.01824635,8.55271493,0.00000000
-1.87856985,0.17044782,8.08531337,0.00000000
-2.61200544,-0.08631123,1.14123083,0.00000000
-2.19755651,-0.17249702,7.79136889,0.00000000
-2.11555975,0.40363415,1.13441831,0.00000000
-2.36364907,0.26143516,1.01505935,0.00000000
-2.70680530,-0.09041896,1.03968097,0.00000000
-1.93164371,0.15828003,8.39628210,0.00000000
-1.70128484,0.21420375,1.02692381,0.00000000
-2.14646453,-0.12483498,7.60988406,0.00000000
-1.63965013,-0.05165217,1.06747889,0.00000000
-2.53578826,-0.30598755,1.03678885,0.00000000
-2.38616996,0.13423340,1.10653678,0.00000000
-1.94018119,0.18643105,7.44252201,0.00000000
-2.17944611,0.04280572,7.97292534,0.00000000
-1.73725203,-0.08352357,8.06312738,0.00000000
-1.80815440,-0.17872000,7.90315497,0.00000000
-2.15248262,-0.10306923,8.50579408,0.00000000
-2.50225265,0.13148257,1.03671948,0.00000000
-2.19714898,0.00337341,7.68049270,0.00000000
-1.79808640,0.12056342,8.03863850,0.00000000
-1.72053825,-0.02659108,7.77038077,0.00000000
-2.17778529,-0.02152392,7.62481311,0.00000000
-2.70868046,-0.39072037,1.07764923,0.00000000
-2.55553384,-0.26925664,1.07359119,0.00000000
-1.83209482,-0.24447934,8.21493471,0.00000000
-2.15882827,0.35079164,1.08048520,0.00000000
-2.14963087,0.19912920,7.51066162,0.00000000
-2.39211943,-0.05546814,1.01976322,0.00000000
-2.39900926,-0.09153893,1.01884958,0.00000000
-1.64707058,-0.46637651,1.14283746,0.00000000
-1.81754207,0.06418861,7.91974757,0.00000000
-2.24954298,-0.39043562,1.14298083,0.00000000
-1.96970561,-0.14296303,8.50891756,0.00000000
-1.90227599,0.00590008,7.92857600,0.00000000
-1.32725287,-0.06462602,1.03115759,0.00000000
-2.42986895,0.04840442,1.03797769,0.00000000
-1.90760139,0.36698065,1.00450819,0.00000000
-1.64925328,0.09635519,1.01784300,0.00000000
-1.38541279,-0.32096602,1.13752726,0.00000000
-2.26869564,-0.25017550,1.04822995,0.00000000
-2.16372012,-0.37170526,1.09121938,0.00000000
-1.73323660,-0.06000013,8.27822629,0.00000000
-2.61773864,-0.27420635,1.06006769,0.00000000
-1.86832418,0.22629417,8.22863571,0.00000000
-1.16137303,0.78674287,1.02808584,0.00000000
-1.82594804,-0.26717529,7.90491397,0.00000000
-2.89545944,0.07228209,1.12274618,0.00000000
-2.34143526,-0.11214646,1.11124219,0.00000000
-2.25708066,-0.03801354,7.45973118,0.00000000
-1.55228830,0.04240311,1.02293157,0.00000000
-2.06662663,-0.27962651,8.34078223,0.00000000
-2.70336684,-0.13130314,1.05120806,0.00000000
-2.02258867,0.47734108,1.00751600,0.00000000
-1.94528470,0.26533967,8.00297697,0.00000000
-2.20970415,-0.31993482,1.11916855,0.00000000
-2.40534904,-0.19581104,1.09340631,0.00000000
-1.10604271,-0.22177440,1.11262579,0.00000000
-1.64783453,-0.24379034,1.11904531,0.00000000
-1.60873933,0.10393676,1.03179319,0.00000000
-2.06578792,-0.01100588,8.18990806,0.00000000
-2.27501083,0.12043949,8.20942147,0.00000000
-2.19109306,-0.33091356,1.09585205,0.00000000
-2.53673378,0.04659874,1.00034632,0.00000000
-1.33678167,0.04319774,1.14900527,0.00000000
-2.04982810,0.07717306,7.56538556,0.00000000
-1.45147927,0.05923328,1.00930947,0.00000000
-2.17258944,0.29869795,7.87355535,0.00000000
-1.81992230,0.41465412,1.01935451,0.00000000
-1.92304154,-0.33060664,8.02764605,0.00000000
-2.57462686,0.44575054,1.09484242,0.00000000
-1.27606040,-0.04847019,1.05893911,0.00000000
-2.16093867,0.39458996,1.13827787,0.00000000
-2.46495919,-0.24157630,1.04787347,0.00000000
-1.72980275,-0.10654338,8.43468600,0.00000000
-2.00215118,-0.04412958,7.81181810,0.00000000
-1.85821869,0.38002010,1.09899270,0.00000000
-1.96195434,0.17386347,7.77447151,0.00000000
-2.86107228,-0.01315397,1.07091760,0.00000000
-2.35415671,-0.32907953,1.14250916,0.00000000
-2.36882399,-0.09021333,1.05140705,0.00000000
-1.61532093,-0.35812603,1.02658533,0.00000000
-1.98713477,-0.13072575,7.94621021,0.00000000
-2.13762270,0.27074461,8.24525310,0.00000000
-1.77399152,0.36109749,1.00603806,0.00000000
-2.06489239,-0.18790451,8.07937512,0.00000000
-2.09402070,0.06547413,8.05244484,0.00000000
-1.92583919,-0.29278478,7.61593181,0.00000000
-1.96199429,0.06162165,7.66553119,0.00000000
-0.94266090,0.50674805,1.07971207,0.00000000
-2.35836221,-0.07759351,1.09899936,0.00000000
-2.61464564,-0.15949089,1.04537204,0.00000000
-1.86744590,0.32558048,8.12321207,0.00000000
