dataset_id,dataset_name,row_index,true_label,true_label_display,dbscan_label,ss_dbscan_label,important_point,importance_score
iris,dataset/iris.arff,0,0,Iris-setosa,1,1,False,1.000000
iris,dataset/iris.arff,1,0,Iris-setosa,1,1,False,1.000000
iris,dataset/iris.arff,2,0,Iris-setosa,1,1,False,1.000000
iris,dataset/iris.arff,3,0,Iris-setosa,1,1,True,2.000000
iris,dataset/iris.arff,4,0,Iris-setosa,1,1,False,1.000000
iris,dataset/iris.arff,5,0,Iris-setosa,1,1,True,2.000000
iris,dataset/iris.arff,6,0,Iris-setosa,1,1,False,1.000000
iris,dataset/iris.arff,7,0,Iris-setosa,1,1,True,2.000000
iris,dataset/iris.arff,8,0,Iris-setosa,1,1,False,1.000000
iris,dataset/iris.arff,9,0,Iris-setosa,1,1,False,1.000000
iris,dataset/iris.arff,10,0,Iris-setosa,1,1,True,2.000000
iris,dataset/iris.arff,11,0,Iris-setosa,1,1,True,2.000000
iris,dataset/iris.arff,12,0,Iris-setosa,1,1,False,0.000000
iris,dataset/iris.arff,13,0,Iris-setosa,1,1,False,0.000000
iris,dataset/iris.arff,14,0,Iris-setosa,1,1,False,1.000000
iris,dataset/iris.arff,15,0,Iris-setosa,1,1,True,2.000000
iris,dataset/iris.arff,16,0,Iris-setosa,1,1,False,1.000000
iris,dataset/iris.arff,17,0,Iris-setosa,1,1,False,1.000000
iris,dataset/iris.arff,18,0,Iris-setosa,1,1,True,2.000000
iris,dataset/iris.arff,19,0,Iris-setosa,1,1,True,2.000000
iris,dataset/iris.arff,20,0,Iris-setosa,1,1,True,2.000000
iris,dataset/iris.arff,21,0,Iris-setosa,1,1,True,2.000000
iris,dataset/iris.arff,22,0,Iris-setosa,1,1,False,1.000000
iris,dataset/iris.arff,23,0,Iris-setosa,1,1,True,2.000000
iris,dataset/iris.arff,24,0,Iris-setosa,1,1,True,2.000000
iris,dataset/iris.arff,25,0,Iris-setosa,1,1,True,2.000000
iris,dataset/iris.arff,26,0,Iris-setosa,1,1,True,2.000000
iris,dataset/iris.arff,27,0,Iris-setosa,1,1,True,2.000000
iris,dataset/iris.arff,28,0,Iris-setosa,1,1,False,1.000000
iris,dataset/iris.arff,29,0,Iris-setosa,1,1,True,2.000000
iris,dataset/iris.arff,30,0,Iris-setosa,1,1,True,2.000000
iris,dataset/iris.arff,31,0,Iris-setosa,1,1,True,2.000000
iris,dataset/iris.arff,32,0,Iris-setosa,1,1,False,1.000000
iris,dataset/iris.arff,33,0,Iris-setosa,1,1,False,1.000000
iris,dataset/iris.arff,34,0,Iris-setosa,1,1,False,1.000000
iris,dataset/iris.arff,35,0,Iris-setosa,1,1,False,1.000000
iris,dataset/iris.arff,36,0,Iris-setosa,1,1,False,1.000000
iris,dataset/iris.arff,37,0,Iris-setosa,1,1,False,1.000000
iris,dataset/iris.arff,38,0,Iris-setosa,1,1,False,1.000000
iris,dataset/iris.arff,39,0,Iris-setosa,1,1,True,2.000000
iris,dataset/iris.arff,40,0,Iris-setosa,1,1,False,1.000000
iris,dataset/iris.arff,41,0,Iris-setosa,1,1,False,1.000000
iris,dataset/iris.arff,42,0,Iris-setosa,1,1,False,1.000000
iris,dataset/iris.arff,43,0,Iris-setosa,1,1,True,2.000000
iris,dataset/iris.arff,44,0,Iris-setosa,1,1,True,2.000000
iris,dataset/iris.arff,45,0,Iris-setosa,1,1,False,1.000000
iris,dataset/iris.arff,46,0,Iris-setosa,1,1,True,2.000000
iris,dataset/iris.arff,47,0,Iris-setosa,1,1,False,1.000000
iris,dataset/iris.arff,48,0,Iris-setosa,1,1,True,2.000000
iris,dataset/iris.arff,49,0,Iris-setosa,1,1,False,1.000000
iris,dataset/iris.arff,50,1,Iris-versicolor,2,2,True,2.000000
iris,dataset/iris.arff,51,1,Iris-versicolor,2,2,True,2.000000
iris,dataset/iris.arff,52,1,Iris-versicolor,2,2,True,2.000000
iris,dataset/iris.arff,53,1,Iris-versicolor,2,2,True,2.000000
iris,dataset/iris.arff,54,1,Iris-versicolor,2,2,True,2.000000
iris,dataset/iris.arff,55,1,Iris-versicolor,2,2,True,2.000000
iris,dataset/iris.arff,56,1,Iris-versicolor,2,2,True,2.000000
iris,dataset/iris.arff,57,1,Iris-versicolor,2,2,True,2.000000
iris,dataset/iris.arff,58,1,Iris-versicolor,2,2,True,2.000000
iris,dataset/iris.arff,59,1,Iris-versicolor,2,2,True,2.000000
iris,dataset/iris.arff,60,1,Iris-versicolor,2,2,True,2.000000
iris,dataset/iris.arff,61,1,Iris-versicolor,2,2,True,2.000000
iris,dataset/iris.arff,62,1,Iris-versicolor,2,2,True,2.000000
iris,dataset/iris.arff,63,1,Iris-versicolor,2,2,True,2.000000
iris,dataset/iris.arff,64,1,Iris-versicolor,2,2,True,2.000000
iris,dataset/iris.arff,65,1,Iris-versicolor,2,2,True,2.000000
iris,dataset/iris.arff,66,1,Iris-versicolor,2,2,True,2.000000
iris,dataset/iris.arff,67,1,Iris-versicolor,2,2,True,2.000000
iris,dataset/iris.arff,68,1,Iris-versicolor,2,2,True,2.000000
iris,dataset/iris.arff,69,1,Iris-versicolor,2,2,True,2.000000
iris,dataset/iris.arff,70,1,Iris-versicolor,2,2,True,2.000000
iris,dataset/iris.arff,71,1,Iris-versicolor,2,2,True,2.000000
iris,dataset/iris.arff,72,1,Iris-versicolor,2,2,True,2.000000
iris,dataset/iris.arff,73,1,Iris-versicolor,2,2,True,2.000000
iris,dataset/iris.arff,74,1,Iris-versicolor,2,2,True,2.000000
iris,dataset/iris.arff,75,1,Iris-versicolor,2,2,True,2.000000
iris,dataset/iris.arff,76,1,Iris-versicolor,2,2,True,2.000000
iris,dataset/iris.arff,77,1,Iris-versicolor,2,2,True,2.000000
iris,dataset/iris.arff,78,1,Iris-versicolor,2,2,True,2.000000
iris,dataset/iris.arff,79,1,Iris-versicolor,2,2,True,2.000000
iris,dataset/iris.arff,80,1,Iris-versicolor,2,2,True,2.000000
iris,dataset/iris.arff,81,1,Iris-versicolor,2,2,True,2.000000
iris,dataset/iris.arff,82,1,Iris-versicolor,2,2,True,2.000000
iris,dataset/iris.arff,83,1,Iris-versicolor,2,2,True,2.000000
iris,dataset/iris.arff,84,1,Iris-versicolor,2,2,True,2.000000
iris,dataset/iris.arff,85,1,Iris-versicolor,2,2,True,2.000000
iris,dataset/iris.arff,86,1,Iris-versicolor,2,2,True,2.000000
iris,dataset/iris.arff,87,1,Iris-versicolor,2,2,True,2.000000
iris,dataset/iris.arff,88,1,Iris-versicolor,2,2,True,2.000000
iris,dataset/iris.arff,89,1,Iris-versicolor,2,2,True,2.000000
iris,dataset/iris.arff,90,1,Iris-versicolor,2,2,True,2.000000
iris,dataset/iris.arff,91,1,Iris-versicolor,2,2,True,2.000000
iris,dataset/iris.arff,92,1,Iris-versicolor,2,2,True,2.000000
iris,dataset/iris.arff,93,1,Iris-versicolor,2,2,True,2.000000
iris,dataset/iris.arff,94,1,Iris-versicolor,2,2,True,2.000000
iris,dataset/iris.arff,95,1,Iris-versicolor,2,2,True,2.000000
iris,dataset/iris.arff,96,1,Iris-versicolor,2,2,True,2.000000
iris,dataset/iris.arff,97,1,Iris-versicolor,2,2,True,2.000000
iris,dataset/iris.arff,98,1,Iris-versicolor,2,2,True,2.000000
iris,dataset/iris.arff,99,1,Iris-versicolor,2,2,True,2.000000
iris,dataset/iris.arff,100,2,Iris-virginica,2,2,False,0.000000
iris,dataset/iris.arff,101,2,Iris-virginica,2,2,True,2.000000
iris,dataset/iris.arff,102,2,Iris-virginica,2,2,False,0.000000
iris,dataset/iris.arff,103,2,Iris-virginica,2,2,True,2.000000
iris,dataset/iris.arff,104,2,Iris-virginica,2,2,False,0.000000
iris,dataset/iris.arff,105,2,Iris-virginica,2,3,False,0.000000
iris,dataset/iris.arff,106,2,Iris-virginica,2,2,True,2.000000
iris,dataset/iris.arff,107,2,Iris-virginica,2,3,False,1.000000
iris,dataset/iris.arff,108,2,Iris-virginica,2,2,False,1.000000
iris,dataset/iris.arff,109,2,Iris-virginica,2,4,False,0.000000
